seed,repetition,opponent,target_avg,opponent_avg,margin
0,2,"Feld: 1.0, 0.5, 200",1.245,1.32,-0.07499999999999996
0,2,Joss: 0.9,2.82,3.095,-0.27500000000000036
0,2,Tullock,2.725,3.15,-0.4249999999999998
0,2,Anonymous,2.675,0.65,2.025
0,2,Random: 0.5,2.74,0.665,2.075
0,3,Cu,3.02,2.97,0.04999999999999982
0,3,Du,0.995,1.02,-0.025000000000000022
0,3,Tit For Tat,3.0,2.975,0.02499999999999991
0,3,spiteful,3.0,2.975,0.02499999999999991
0,3,soft_majo,3.02,2.97,0.04999999999999982
0,3,hard_majo,1.03,1.03,0.0
0,3,per_cd,2.98,0.555,2.425
0,3,per_ccd,3.42,1.245,2.175
0,3,per_ddc,2.315,0.69,1.625
0,3,mistrust,1.03,1.03,0.0
0,3,WSLS,3.0,2.975,0.02499999999999991
0,3,TFTT,3.02,2.97,0.04999999999999982
0,3,hard_tft,3.0,2.975,0.02499999999999991
0,3,slow_tft,3.02,2.97,0.04999999999999982
0,3,GrdTFT,3.0,2.975,0.02499999999999991
0,3,prober,2.995,2.97,0.02499999999999991
0,3,mem2,3.0,2.975,0.02499999999999991
0,3,grok:grok-3-mini,3.0,2.975,0.02499999999999991
0,3,Tideman & Chieruzzi,2.98,2.98,0.0
0,3,Nydegger,3.02,2.97,0.04999999999999982
0,3,Grofman,3.0,2.975,0.02499999999999991
0,3,Shubik,3.0,2.975,0.02499999999999991
0,3,Stein & Rapoport: 0.05,2.98,2.98,0.0
0,3,GRIM,3.0,2.975,0.02499999999999991
0,3,Davis: 10,3.0,2.975,0.02499999999999991
0,3,Graaskamp: 0.05,2.825,3.1,-0.2749999999999999
0,3,Downing,3.02,2.92,0.10000000000000009
0,3,"Feld: 1.0, 0.5, 200",1.45,1.575,-0.125
0,3,Joss: 0.9,1.425,1.45,-0.02499999999999991
0,3,Tullock,1.965,2.14,-0.17500000000000004
0,3,Anonymous,3.045,0.595,2.45
0,3,Random: 0.5,2.91,0.635,2.2750000000000004
0,4,Cu,3.02,2.97,0.04999999999999982
0,4,Du,0.995,1.02,-0.025000000000000022
0,4,Tit For Tat,3.0,2.975,0.02499999999999991
0,4,spiteful,3.0,2.975,0.02499999999999991
0,4,soft_majo,3.02,2.97,0.04999999999999982
0,4,hard_majo,1.03,1.03,0.0
0,4,per_cd,2.98,0.555,2.425
0,4,per_ccd,3.42,1.245,2.175
0,4,per_ddc,2.315,0.69,1.625
0,4,mistrust,1.03,1.03,0.0
0,4,WSLS,3.0,2.975,0.02499999999999991
0,4,TFTT,3.02,2.97,0.04999999999999982
0,4,hard_tft,3.0,2.975,0.02499999999999991
0,4,slow_tft,3.02,2.97,0.04999999999999982
0,4,GrdTFT,3.0,2.975,0.02499999999999991
0,4,prober,2.995,2.97,0.02499999999999991
0,4,mem2,3.0,2.975,0.02499999999999991
0,4,grok:grok-3-mini,3.0,2.975,0.02499999999999991
0,4,Tideman & Chieruzzi,2.98,2.98,0.0
0,4,Nydegger,3.02,2.97,0.04999999999999982
0,4,Grofman,3.0,2.975,0.02499999999999991
0,4,Shubik,3.0,2.975,0.02499999999999991
0,4,Stein & Rapoport: 0.05,2.98,2.98,0.0
0,4,GRIM,3.0,2.975,0.02499999999999991
0,4,Davis: 10,3.0,2.975,0.02499999999999991
0,4,Graaskamp: 0.05,2.795,3.12,-0.3250000000000002
0,4,Downing,3.02,2.92,0.10000000000000009
0,4,"Feld: 1.0, 0.5, 200",1.485,1.61,-0.125
0,4,Joss: 0.9,2.12,2.345,-0.2250000000000001
0,4,Tullock,1.42,1.445,-0.025000000000000133
0,4,Anonymous,2.98,0.605,2.375
0,4,Random: 0.5,2.92,0.62,2.3
0,5,Cu,3.02,2.97,0.04999999999999982
0,5,Du,0.995,1.02,-0.025000000000000022
0,5,Tit For Tat,3.0,2.975,0.02499999999999991
0,5,spiteful,3.0,2.975,0.02499999999999991
0,5,soft_majo,3.02,2.97,0.04999999999999982
0,5,hard_majo,1.03,1.03,0.0
0,5,per_cd,2.98,0.555,2.425
0,5,per_ccd,3.42,1.245,2.175
0,5,per_ddc,2.315,0.69,1.625
0,5,mistrust,1.03,1.03,0.0
0,5,WSLS,3.0,2.975,0.02499999999999991
0,5,TFTT,3.02,2.97,0.04999999999999982
0,5,hard_tft,3.0,2.975,0.02499999999999991
0,5,slow_tft,3.02,2.97,0.04999999999999982
0,5,GrdTFT,3.0,2.975,0.02499999999999991
0,5,prober,2.995,2.97,0.02499999999999991
0,5,mem2,3.0,2.975,0.02499999999999991
0,5,grok:grok-3-mini,3.0,2.975,0.02499999999999991
0,5,Tideman & Chieruzzi,2.98,2.98,0.0
0,5,Nydegger,3.02,2.97,0.04999999999999982
0,5,Grofman,3.0,2.975,0.02499999999999991
0,5,Shubik,3.0,2.975,0.02499999999999991
0,5,Stein & Rapoport: 0.05,2.98,2.98,0.0
0,5,GRIM,3.0,2.975,0.02499999999999991
0,5,Davis: 10,3.0,2.975,0.02499999999999991
0,5,Graaskamp: 0.05,2.795,3.12,-0.3250000000000002
0,5,Downing,3.02,2.92,0.10000000000000009
0,5,"Feld: 1.0, 0.5, 200",1.7,2.0,-0.30000000000000004
0,5,Joss: 0.9,1.17,1.22,-0.050000000000000044
0,5,Tullock,1.555,1.605,-0.050000000000000044
0,5,Anonymous,2.82,0.645,2.175
0,5,Random: 0.5,2.985,0.71,2.275
0,6,Cu,3.02,2.97,0.04999999999999982
0,6,Du,0.995,1.02,-0.025000000000000022
0,6,Tit For Tat,3.0,2.975,0.02499999999999991
0,6,spiteful,3.0,2.975,0.02499999999999991
0,6,soft_majo,3.02,2.97,0.04999999999999982
0,6,hard_majo,1.03,1.03,0.0
0,6,per_cd,2.98,0.555,2.425
0,6,per_ccd,3.42,1.245,2.175
0,6,per_ddc,2.315,0.69,1.625
0,6,mistrust,1.03,1.03,0.0
0,6,WSLS,3.0,2.975,0.02499999999999991
0,6,TFTT,3.02,2.97,0.04999999999999982
0,6,hard_tft,3.0,2.975,0.02499999999999991
0,6,slow_tft,3.02,2.97,0.04999999999999982
0,6,GrdTFT,3.0,2.975,0.02499999999999991
0,6,prober,2.995,2.97,0.02499999999999991
0,6,mem2,3.0,2.975,0.02499999999999991
0,6,grok:grok-3-mini,3.0,2.975,0.02499999999999991
0,6,Tideman & Chieruzzi,2.98,2.98,0.0
0,6,Nydegger,3.02,2.97,0.04999999999999982
0,6,Grofman,3.02,2.97,0.04999999999999982
0,6,Shubik,3.0,2.975,0.02499999999999991
0,6,Stein & Rapoport: 0.05,2.98,2.98,0.0
0,6,GRIM,3.0,2.975,0.02499999999999991
0,6,Davis: 10,3.0,2.975,0.02499999999999991
0,6,Graaskamp: 0.05,2.795,3.12,-0.3250000000000002
0,6,Downing,3.02,2.92,0.10000000000000009
0,6,"Feld: 1.0, 0.5, 200",1.725,1.975,-0.25
0,6,Joss: 0.9,1.05,1.075,-0.02499999999999991
0,6,Tullock,1.32,1.345,-0.02499999999999991
0,6,Anonymous,2.935,0.71,2.225
0,6,Random: 0.5,2.995,0.995,2.0
0,7,Cu,3.02,2.97,0.04999999999999982
0,7,Du,0.995,1.02,-0.025000000000000022
0,7,Tit For Tat,3.0,2.975,0.02499999999999991
0,7,spiteful,3.0,2.975,0.02499999999999991
0,7,soft_majo,3.02,2.97,0.04999999999999982
0,7,hard_majo,1.03,1.03,0.0
0,7,per_cd,2.98,0.555,2.425
0,7,per_ccd,3.42,1.245,2.175
0,7,per_ddc,2.315,0.69,1.625
0,7,mistrust,1.03,1.03,0.0
0,7,WSLS,3.0,2.975,0.02499999999999991
0,7,TFTT,3.02,2.97,0.04999999999999982
0,7,hard_tft,3.0,2.975,0.02499999999999991
0,7,slow_tft,3.02,2.97,0.04999999999999982
0,7,GrdTFT,3.0,2.975,0.02499999999999991
0,7,prober,2.995,2.97,0.02499999999999991
0,7,mem2,3.0,2.975,0.02499999999999991
0,7,grok:grok-3-mini,3.0,2.975,0.02499999999999991
0,7,Tideman & Chieruzzi,2.98,2.98,0.0
0,7,Nydegger,3.02,2.97,0.04999999999999982
0,7,Grofman,3.02,2.97,0.04999999999999982
0,7,Shubik,3.0,2.975,0.02499999999999991
0,7,Stein & Rapoport: 0.05,2.98,2.98,0.0
0,7,GRIM,3.0,2.975,0.02499999999999991
0,7,Davis: 10,3.0,2.975,0.02499999999999991
0,7,Graaskamp: 0.05,2.795,3.12,-0.3250000000000002
0,7,Downing,3.02,2.92,0.10000000000000009
0,7,"Feld: 1.0, 0.5, 200",1.745,1.92,-0.17499999999999982
0,7,Joss: 0.9,1.03,1.055,-0.02499999999999991
