i,objective,rank,avg,gap,head_mean,head_min,trust_gain_c,trust_loss_d,betrayal_pressure,deadlock_pressure,mutual_relief,volatility_gain,volatility_decay,repair_gain,repair_decay,grace_gain,grace_loss,endgame_rounds,coop_streak_gate,pressure_gate,trust_gate,bias,trust_weight,pressure_weight,volatility_weight,repair_weight,grace_weight,recent_coop_weight,recent_defect_weight,betrayal_weight,score_gap_weight,threshold
36,2.6965587121212113,1,2.760121212121211,0.02945454545454318,0.28031249999999996,-1.215,0.7084907800176179,1.7143390698501368,1.083180069974555,0.20003362249474022,0.23687390882886267,0.45909728302659686,0.7421986523629578,0.6858443587570484,0.73247675238864,0.283492365933975,0.2812071357697119,2,7,2.7016212989465513,0.37266767701708303,0.627985764517153,0.2540047007620906,0.731989021738954,0.20329573298218706,0.5088237522108241,0.3815953605644342,0.5577530250133785,0.8075759167111715,0.3650189677750836,0.17894132558837816,0.04913219775546008
25,2.6965013257575747,1,2.7527575757575744,0.02436363636363481,0.28453124999999996,-1.1300000000000001,0.6898203785422742,1.760103146843093,1.180156108375115,0.1231961468032481,0.19081861985527238,0.5397411965202087,0.7218385916579991,0.6598163366288174,0.6689232069996294,0.3431249001987351,0.21022353123296778,2,8,2.663791186143188,0.3832420507720508,0.5964328901381746,0.22996942686263733,0.6840898617303981,0.2354836909929594,0.476871649865934,0.33936955048691336,0.6713065777206073,0.8612431791336266,0.3436890397057243,0.2385729347938877,-0.07787366863122963
68,2.694628219696969,1,2.7526969696969688,0.020363636363634807,0.29609375,-1.17,0.7221087438963789,1.835974950501218,1.097805209438773,0.14470455527404932,0.17555713923048624,0.5398772866601599,0.7545670977609924,0.6642264133811261,0.6662246057830103,0.32585341980616783,0.2284824414062046,2,8,2.732344576135699,0.37164154295619234,0.7044064018078791,0.2636348877850306,0.7381109825746669,0.19228905316631317,0.4331438226021933,0.3412991442371102,0.6957693624209769,0.8289283069120016,0.34749704510269813,0.329809168706462,0.001989431847593641
67,2.694264393939393,1,2.758939393939393,0.024030303030301958,0.2743749999999999,-1.22,0.651885373055888,1.7016854922205913,1.0849453997671759,0.13434378789684548,0.16749418672572197,0.48527499708148597,0.606695586268833,0.641503942101734,0.7565828484627355,0.3399405634061112,0.16786149629395652,2,9,2.693928604566422,0.432050872610393,0.6068601697751985,0.22800712366967732,0.8230549258617752,0.1998330301153977,0.4415995731259561,0.42326422980593936,0.5910887952554437,0.8157869565149808,0.2455936719547408,0.2526155374714573,-0.03663818414221708
7,2.6920003787878786,1,2.7557878787878787,0.026333333333333098,0.2684375,-1.1999999999999997,0.7220615691008064,1.8354302099629334,1.107328129653671,0.18738381271066226,0.2648001430392687,0.4857673136625851,0.6776228384287847,0.7943313303834764,0.7941321547317047,0.3120590599788076,0.18478809387288805,2,8,2.8370285058414586,0.4003828191551175,0.7279770640829516,0.2779649192157155,0.802600130228093,0.2392450716289608,0.4321816125904021,0.31008667649907795,0.7023524112344726,0.8463320378711586,0.28957269087662363,0.1833004770394359,-0.029398240670811933
23,2.688861174242423,1,2.751242424242423,0.020121212121209986,0.28015625,-1.2,0.7493837307440718,1.7579185858718553,1.1593621301808845,0.16913955458517851,0.19846748486492877,0.5860080685232878,0.6846895976296181,0.7113046238737147,0.667906165874096,0.38102350615388886,0.29078513498160985,2,8,2.653625402878766,0.45724114602707083,0.6350771401820349,0.23090500772988665,0.7259961971094736,0.17879980299766995,0.38999236681509714,0.3818008502242798,0.6108733615402431,0.7605695171040434,0.2674783774960345,0.2842945700123855,0.06637274401050491
37,2.688460984848483,1,2.756848484848483,0.01887878787878483,0.26343749999999994,-1.25,0.7787443752547555,1.8039430481535774,1.106633227662717,0.1108505190449737,0.2558503877800845,0.5598297098392985,0.7586931095602725,0.771998048907209,0.7599068315209674,0.3009312686743815,0.24426025523196898,2,7,2.783600578782869,0.42179615632989165,0.645465944720643,0.32900726711025213,0.7818175310078229,0.25032087849869133,0.4498183562177502,0.34910437139557965,0.6131846422593659,0.7824808446076728,0.3132247410098624,0.2755619251976905,-0.06578815211244182
52,2.6880136363636344,1,2.746363636363635,0.011333333333330753,0.3037499999999999,-1.185,0.6752021520519373,1.7071636251211457,1.1286873889037579,0.23062611992873766,0.16050755867819783,0.47403177949828346,0.6661752355224568,0.7456765468903577,0.7436721757210121,0.31877013572637813,0.16377382568071502,2,6,2.772133074675189,0.3646055818210846,0.7229261518457055,0.37606438574378753,0.7549192845207461,0.20238503721672857,0.4550763914908137,0.28798751231665676,0.596877858971351,0.7630583636066283,0.29581578735210073,0.2721107745985777,0.0335790025167771
3,2.6873092803030274,1,2.7573030303030275,0.029424242424238578,0.28671875,-1.3050000000000002,0.6504718683814499,1.7659948029800652,1.112959426354945,0.1676513695232032,0.1558213304428191,0.5010784514956199,0.6072624054398088,0.7689242207451433,0.7667986184062121,0.4143255386074407,0.2516159485659091,1,6,2.7904983115152273,0.4766668668801691,0.6815754035310613,0.2300498818888668,0.8172227111689582,0.231902529363395,0.4325214110086965,0.35506326482558953,0.6560589001171675,0.7139808997876026,0.2809412741910696,0.3251575748449692,-0.09248652248975944
48,2.686269318181818,1,2.757181818181818,0.02648484848484678,0.2590624999999999,-1.275,0.7772781436146934,1.7871671767231911,1.2039074384885533,0.21728977531555502,0.23846239720511697,0.48545392474301213,0.7149148790865786,0.7807409478287193,0.6722420719003342,0.3967849266952968,0.30661201176084985,2,7,2.8563275395093464,0.4462788732680509,0.6694701940068242,0.3357362592601492,0.7658409133908062,0.1903209804889566,0.3998607122688986,0.41216269848376147,0.680210446802606,0.7892450997997547,0.2937367291528294,0.19451212191771217,0.045966864078476534
