seed,repetition,opponent,eleanor_avg,opponent_avg,margin
2,13,hard_tft,3.01,2.985,0.02499999999999991
2,13,slow_tft,3.01,2.985,0.02499999999999991
2,13,GrdTFT,3.01,2.985,0.02499999999999991
2,13,prober,3.005,2.98,0.02499999999999991
2,13,mem2,3.01,2.985,0.02499999999999991
2,13,grok:grok-3-mini,3.01,2.985,0.02499999999999991
2,13,Tideman & Chieruzzi,2.975,3.0,-0.02499999999999991
2,13,Nydegger,3.01,2.985,0.02499999999999991
2,13,Grofman,3.01,2.985,0.02499999999999991
2,13,Shubik,3.01,2.985,0.02499999999999991
2,13,Stein & Rapoport: 0.05,2.975,3.0,-0.02499999999999991
2,13,GRIM,3.01,2.985,0.02499999999999991
2,13,Davis: 10,3.01,2.985,0.02499999999999991
2,13,Graaskamp: 0.05,3.335,2.285,1.0499999999999998
2,13,Downing,1.125,1.05,0.07499999999999996
2,13,"Feld: 1.0, 0.5, 200",1.905,2.28,-0.3749999999999998
2,13,Joss: 0.9,1.945,2.295,-0.34999999999999987
2,13,Tullock,1.575,1.725,-0.15000000000000013
2,13,Anonymous,2.735,0.81,1.9249999999999998
2,13,Random: 0.5,2.92,0.62,2.3
2,14,Cu,3.01,2.985,0.02499999999999991
2,14,Du,0.975,1.1,-0.1250000000000001
2,14,Tit For Tat,3.01,2.985,0.02499999999999991
2,14,spiteful,3.01,2.985,0.02499999999999991
2,14,soft_majo,3.01,2.985,0.02499999999999991
2,14,hard_majo,2.99,2.99,0.0
2,14,per_cd,2.685,1.31,1.375
2,14,per_ccd,3.29,1.19,2.1
2,14,per_ddc,2.29,0.765,1.525
2,14,mistrust,2.99,2.99,0.0
2,14,WSLS,3.01,2.985,0.02499999999999991
2,14,TFTT,3.01,2.985,0.02499999999999991
2,14,hard_tft,3.01,2.985,0.02499999999999991
2,14,slow_tft,3.01,2.985,0.02499999999999991
2,14,GrdTFT,3.01,2.985,0.02499999999999991
2,14,prober,3.005,2.98,0.02499999999999991
2,14,mem2,3.01,2.985,0.02499999999999991
2,14,grok:grok-3-mini,3.01,2.985,0.02499999999999991
2,14,Tideman & Chieruzzi,2.975,3.0,-0.02499999999999991
2,14,Nydegger,3.01,2.985,0.02499999999999991
2,14,Grofman,3.01,2.985,0.02499999999999991
2,14,Shubik,3.01,2.985,0.02499999999999991
2,14,Stein & Rapoport: 0.05,2.975,3.0,-0.02499999999999991
2,14,GRIM,3.01,2.985,0.02499999999999991
2,14,Davis: 10,3.01,2.985,0.02499999999999991
2,14,Graaskamp: 0.05,3.43,2.155,1.2750000000000004
2,14,Downing,1.125,1.05,0.07499999999999996
2,14,"Feld: 1.0, 0.5, 200",1.75,2.075,-0.3250000000000002
2,14,Joss: 0.9,2.11,2.385,-0.2749999999999999
2,14,Tullock,1.615,1.64,-0.02499999999999991
2,14,Anonymous,3.105,0.555,2.55
2,14,Random: 0.5,3.09,0.59,2.5
2,15,Cu,3.01,2.985,0.02499999999999991
2,15,Du,0.975,1.1,-0.1250000000000001
2,15,Tit For Tat,3.01,2.985,0.02499999999999991
2,15,spiteful,3.01,2.985,0.02499999999999991
2,15,soft_majo,3.01,2.985,0.02499999999999991
2,15,hard_majo,2.99,2.99,0.0
2,15,per_cd,2.685,1.31,1.375
2,15,per_ccd,3.29,1.19,2.1
2,15,per_ddc,2.29,0.765,1.525
2,15,mistrust,2.99,2.99,0.0
2,15,WSLS,3.01,2.985,0.02499999999999991
2,15,TFTT,3.01,2.985,0.02499999999999991
2,15,hard_tft,3.01,2.985,0.02499999999999991
2,15,slow_tft,3.01,2.985,0.02499999999999991
2,15,GrdTFT,3.01,2.985,0.02499999999999991
2,15,prober,3.005,2.98,0.02499999999999991
2,15,mem2,3.01,2.985,0.02499999999999991
2,15,grok:grok-3-mini,3.01,2.985,0.02499999999999991
2,15,Tideman & Chieruzzi,2.975,3.0,-0.02499999999999991
2,15,Nydegger,3.01,2.985,0.02499999999999991
2,15,Grofman,3.01,2.985,0.02499999999999991
2,15,Shubik,3.01,2.985,0.02499999999999991
2,15,Stein & Rapoport: 0.05,2.975,3.0,-0.02499999999999991
2,15,GRIM,3.01,2.985,0.02499999999999991
2,15,Davis: 10,3.01,2.985,0.02499999999999991
2,15,Graaskamp: 0.05,3.425,2.15,1.275
2,15,Downing,1.125,1.05,0.07499999999999996
2,15,"Feld: 1.0, 0.5, 200",1.705,2.005,-0.2999999999999998
2,15,Joss: 0.9,1.27,1.42,-0.1499999999999999
2,15,Tullock,1.56,1.61,-0.050000000000000044
2,15,Anonymous,2.98,0.605,2.375
2,15,Random: 0.5,3.03,0.58,2.4499999999999997
2,16,Cu,3.01,2.985,0.02499999999999991
2,16,Du,0.975,1.1,-0.1250000000000001
2,16,Tit For Tat,3.01,2.985,0.02499999999999991
2,16,spiteful,3.01,2.985,0.02499999999999991
2,16,soft_majo,3.01,2.985,0.02499999999999991
2,16,hard_majo,2.99,2.99,0.0
2,16,per_cd,2.685,1.31,1.375
2,16,per_ccd,3.29,1.19,2.1
2,16,per_ddc,2.29,0.765,1.525
2,16,mistrust,2.99,2.99,0.0
2,16,WSLS,3.01,2.985,0.02499999999999991
2,16,TFTT,3.01,2.985,0.02499999999999991
2,16,hard_tft,3.01,2.985,0.02499999999999991
2,16,slow_tft,3.01,2.985,0.02499999999999991
2,16,GrdTFT,3.01,2.985,0.02499999999999991
2,16,prober,3.005,2.98,0.02499999999999991
2,16,mem2,3.01,2.985,0.02499999999999991
2,16,grok:grok-3-mini,3.01,2.985,0.02499999999999991
2,16,Tideman & Chieruzzi,2.975,3.0,-0.02499999999999991
2,16,Nydegger,3.01,2.985,0.02499999999999991
2,16,Grofman,3.01,2.985,0.02499999999999991
2,16,Shubik,3.01,2.985,0.02499999999999991
2,16,Stein & Rapoport: 0.05,2.975,3.0,-0.02499999999999991
2,16,GRIM,3.01,2.985,0.02499999999999991
2,16,Davis: 10,3.01,2.985,0.02499999999999991
2,16,Graaskamp: 0.05,3.43,2.13,1.3000000000000003
2,16,Downing,1.125,1.05,0.07499999999999996
2,16,"Feld: 1.0, 0.5, 200",1.805,2.18,-0.3750000000000002
2,16,Joss: 0.9,2.32,2.595,-0.27500000000000036
2,16,Tullock,1.355,1.43,-0.07499999999999996
2,16,Anonymous,2.94,0.715,2.225
2,16,Random: 0.5,2.875,0.65,2.225
2,17,Cu,3.01,2.985,0.02499999999999991
2,17,Du,0.975,1.1,-0.1250000000000001
2,17,Tit For Tat,3.01,2.985,0.02499999999999991
2,17,spiteful,3.01,2.985,0.02499999999999991
2,17,soft_majo,3.01,2.985,0.02499999999999991
2,17,hard_majo,2.99,2.99,0.0
2,17,per_cd,2.685,1.31,1.375
2,17,per_ccd,3.29,1.19,2.1
2,17,per_ddc,2.29,0.765,1.525
2,17,mistrust,2.99,2.99,0.0
2,17,WSLS,3.01,2.985,0.02499999999999991
2,17,TFTT,3.01,2.985,0.02499999999999991
2,17,hard_tft,3.01,2.985,0.02499999999999991
2,17,slow_tft,3.01,2.985,0.02499999999999991
2,17,GrdTFT,3.01,2.985,0.02499999999999991
2,17,prober,3.005,2.98,0.02499999999999991
2,17,mem2,3.01,2.985,0.02499999999999991
2,17,grok:grok-3-mini,3.01,2.985,0.02499999999999991
2,17,Tideman & Chieruzzi,2.975,3.0,-0.02499999999999991
2,17,Nydegger,3.01,2.985,0.02499999999999991
2,17,Grofman,3.01,2.985,0.02499999999999991
2,17,Shubik,3.01,2.985,0.02499999999999991
2,17,Stein & Rapoport: 0.05,2.975,3.0,-0.02499999999999991
2,17,GRIM,3.01,2.985,0.02499999999999991
2,17,Davis: 10,3.01,2.985,0.02499999999999991
2,17,Graaskamp: 0.05,3.44,2.14,1.2999999999999998
2,17,Downing,1.125,1.05,0.07499999999999996
2,17,"Feld: 1.0, 0.5, 200",1.705,2.03,-0.32499999999999973
2,17,Joss: 0.9,2.45,2.675,-0.22499999999999964
2,17,Tullock,1.495,1.57,-0.07499999999999996
2,17,Anonymous,2.75,0.875,1.875
2,17,Random: 0.5,2.605,1.43,1.175
2,18,Cu,3.01,2.985,0.02499999999999991
2,18,Du,0.975,1.1,-0.1250000000000001
2,18,Tit For Tat,3.01,2.985,0.02499999999999991
2,18,spiteful,3.01,2.985,0.02499999999999991
2,18,soft_majo,3.01,2.985,0.02499999999999991
2,18,hard_majo,2.99,2.99,0.0
2,18,per_cd,2.685,1.31,1.375
2,18,per_ccd,3.29,1.19,2.1
2,18,per_ddc,2.29,0.765,1.525
2,18,mistrust,2.99,2.99,0.0
2,18,WSLS,3.01,2.985,0.02499999999999991
2,18,TFTT,3.01,2.985,0.02499999999999991
2,18,hard_tft,3.01,2.985,0.02499999999999991
2,18,slow_tft,3.01,2.985,0.02499999999999991
2,18,GrdTFT,3.01,2.985,0.02499999999999991
2,18,prober,3.005,2.98,0.02499999999999991
2,18,mem2,3.01,2.985,0.02499999999999991
2,18,grok:grok-3-mini,3.01,2.985,0.02499999999999991
2,18,Tideman & Chieruzzi,2.975,3.0,-0.02499999999999991
2,18,Nydegger,3.01,2.985,0.02499999999999991
2,18,Grofman,3.01,2.985,0.02499999999999991
2,18,Shubik,3.01,2.985,0.02499999999999991
2,18,Stein & Rapoport: 0.05,2.975,3.0,-0.02499999999999991
2,18,GRIM,3.01,2.985,0.02499999999999991
2,18,Davis: 10,3.01,2.985,0.02499999999999991
2,18,Graaskamp: 0.05,3.43,2.13,1.3000000000000003
2,18,Downing,1.125,1.05,0.07499999999999996
2,18,"Feld: 1.0, 0.5, 200",1.825,2.125,-0.30000000000000004
2,18,Joss: 0.9,1.705,1.98,-0.2749999999999999
2,18,Tullock,1.41,1.51,-0.10000000000000009
2,18,Anonymous,2.77,1.37,1.4
2,18,Random: 0.5,3.065,0.615,2.45
2,19,Cu,3.01,2.985,0.02499999999999991
2,19,Du,0.975,1.1,-0.1250000000000001
2,19,Tit For Tat,3.01,2.985,0.02499999999999991
2,19,spiteful,3.01,2.985,0.02499999999999991
2,19,soft_majo,3.01,2.985,0.02499999999999991
2,19,hard_majo,2.99,2.99,0.0
2,19,per_cd,2.685,1.31,1.375
2,19,per_ccd,3.29,1.19,2.1
2,19,per_ddc,2.29,0.765,1.525
2,19,mistrust,2.99,2.99,0.0
2,19,WSLS,3.01,2.985,0.02499999999999991
2,19,TFTT,3.01,2.985,0.02499999999999991
2,19,hard_tft,3.01,2.985,0.02499999999999991
2,19,slow_tft,3.01,2.985,0.02499999999999991
2,19,GrdTFT,3.01,2.985,0.02499999999999991
2,19,prober,3.005,2.98,0.02499999999999991
2,19,mem2,3.01,2.985,0.02499999999999991
2,19,grok:grok-3-mini,3.01,2.985,0.02499999999999991
2,19,Tideman & Chieruzzi,2.975,3.0,-0.02499999999999991
2,19,Nydegger,3.01,2.985,0.02499999999999991
2,19,Grofman,3.01,2.985,0.02499999999999991
2,19,Shubik,3.01,2.985,0.02499999999999991
2,19,Stein & Rapoport: 0.05,2.975,3.0,-0.02499999999999991
2,19,GRIM,3.01,2.985,0.02499999999999991
2,19,Davis: 10,3.01,2.985,0.02499999999999991
2,19,Graaskamp: 0.05,3.425,2.15,1.275
2,19,Downing,1.125,1.05,0.07499999999999996
2,19,"Feld: 1.0, 0.5, 200",1.705,2.005,-0.2999999999999998
2,19,Joss: 0.9,2.305,2.58,-0.2749999999999999
2,19,Tullock,1.28,1.355,-0.07499999999999996
2,19,Anonymous,3.015,0.59,2.4250000000000003
2,19,Random: 0.5,2.89,0.765,2.125
3,0,Cu,3.01,2.985,0.02499999999999991
3,0,Du,0.975,1.1,-0.1250000000000001
3,0,Tit For Tat,3.01,2.985,0.02499999999999991
3,0,spiteful,3.01,2.985,0.02499999999999991
3,0,soft_majo,3.01,2.985,0.02499999999999991
3,0,hard_majo,2.99,2.99,0.0
3,0,per_cd,2.685,1.31,1.375
3,0,per_ccd,3.29,1.19,2.1
3,0,per_ddc,2.29,0.765,1.525
3,0,mistrust,2.99,2.99,0.0
3,0,WSLS,3.01,2.985,0.02499999999999991
3,0,TFTT,3.01,2.985,0.02499999999999991
3,0,hard_tft,3.01,2.985,0.02499999999999991
3,0,slow_tft,3.01,2.985,0.02499999999999991
3,0,GrdTFT,3.01,2.985,0.02499999999999991
3,0,prober,3.005,2.98,0.02499999999999991
3,0,mem2,3.01,2.985,0.02499999999999991
3,0,grok:grok-3-mini,3.01,2.985,0.02499999999999991
3,0,Tideman & Chieruzzi,2.975,3.0,-0.02499999999999991
3,0,Nydegger,3.01,2.985,0.02499999999999991
3,0,Grofman,3.01,2.985,0.02499999999999991
3,0,Shubik,3.01,2.985,0.02499999999999991
3,0,Stein & Rapoport: 0.05,2.975,3.0,-0.02499999999999991
3,0,GRIM,3.01,2.985,0.02499999999999991
3,0,Davis: 10,3.01,2.985,0.02499999999999991
3,0,Graaskamp: 0.05,3.55,1.975,1.5749999999999997
3,0,Downing,1.125,1.05,0.07499999999999996
3,0,"Feld: 1.0, 0.5, 200",1.985,2.31,-0.32499999999999996
3,0,Joss: 0.9,1.605,1.88,-0.2749999999999999
3,0,Tullock,1.275,1.375,-0.10000000000000009
3,0,Anonymous,2.93,0.63,2.3000000000000003
3,0,Random: 0.5,2.76,0.66,2.0999999999999996
3,1,Cu,3.01,2.985,0.02499999999999991
3,1,Du,0.975,1.1,-0.1250000000000001
3,1,Tit For Tat,3.01,2.985,0.02499999999999991
3,1,spiteful,3.01,2.985,0.02499999999999991
3,1,soft_majo,3.01,2.985,0.02499999999999991
3,1,hard_majo,2.99,2.99,0.0
3,1,per_cd,2.685,1.31,1.375
3,1,per_ccd,3.29,1.19,2.1
3,1,per_ddc,2.29,0.765,1.525
3,1,mistrust,2.99,2.99,0.0
3,1,WSLS,3.01,2.985,0.02499999999999991
3,1,TFTT,3.01,2.985,0.02499999999999991
3,1,hard_tft,3.01,2.985,0.02499999999999991
3,1,slow_tft,3.01,2.985,0.02499999999999991
3,1,GrdTFT,3.01,2.985,0.02499999999999991
3,1,prober,3.005,2.98,0.02499999999999991
3,1,mem2,3.01,2.985,0.02499999999999991
3,1,grok:grok-3-mini,3.01,2.985,0.02499999999999991
3,1,Tideman & Chieruzzi,2.975,3.0,-0.02499999999999991
3,1,Nydegger,3.01,2.985,0.02499999999999991
3,1,Grofman,3.01,2.985,0.02499999999999991
3,1,Shubik,3.01,2.985,0.02499999999999991
3,1,Stein & Rapoport: 0.05,2.975,3.0,-0.02499999999999991
3,1,GRIM,3.01,2.985,0.02499999999999991
3,1,Davis: 10,3.01,2.985,0.02499999999999991
3,1,Graaskamp: 0.05,3.405,2.205,1.1999999999999997
3,1,Downing,1.125,1.05,0.07499999999999996
3,1,"Feld: 1.0, 0.5, 200",1.475,1.7,-0.22499999999999987
3,1,Joss: 0.9,1.245,1.395,-0.1499999999999999
3,1,Tullock,1.515,1.64,-0.125
3,1,Anonymous,3.09,0.565,2.525
3,1,Random: 0.5,2.975,0.65,2.325
3,2,Cu,3.01,2.985,0.02499999999999991
3,2,Du,0.975,1.1,-0.1250000000000001
3,2,Tit For Tat,3.01,2.985,0.02499999999999991
3,2,spiteful,3.01,2.985,0.02499999999999991
3,2,soft_majo,3.01,2.985,0.02499999999999991
3,2,hard_majo,2.99,2.99,0.0
3,2,per_cd,2.685,1.31,1.375
3,2,per_ccd,3.29,1.19,2.1
3,2,per_ddc,2.29,0.765,1.525
3,2,mistrust,2.99,2.99,0.0
3,2,WSLS,3.01,2.985,0.02499999999999991
3,2,TFTT,3.01,2.985,0.02499999999999991
3,2,hard_tft,3.01,2.985,0.02499999999999991
3,2,slow_tft,3.01,2.985,0.02499999999999991
3,2,GrdTFT,3.01,2.985,0.02499999999999991
3,2,prober,3.005,2.98,0.02499999999999991
3,2,mem2,3.01,2.985,0.02499999999999991
3,2,grok:grok-3-mini,3.01,2.985,0.02499999999999991
3,2,Tideman & Chieruzzi,2.975,3.0,-0.02499999999999991
3,2,Nydegger,3.01,2.985,0.02499999999999991
3,2,Grofman,3.01,2.985,0.02499999999999991
3,2,Shubik,3.01,2.985,0.02499999999999991
3,2,Stein & Rapoport: 0.05,2.975,3.0,-0.02499999999999991
3,2,GRIM,3.01,2.985,0.02499999999999991
3,2,Davis: 10,3.01,2.985,0.02499999999999991
3,2,Graaskamp: 0.05,3.43,2.13,1.3000000000000003
3,2,Downing,1.125,1.05,0.07499999999999996
3,2,"Feld: 1.0, 0.5, 200",1.77,2.07,-0.2999999999999998
3,2,Joss: 0.9,1.865,2.165,-0.30000000000000004
3,2,Tullock,1.59,1.59,0.0
3,2,Anonymous,3.225,0.525,2.7
3,2,Random: 0.5,2.81,0.635,2.175
3,3,Cu,3.01,2.985,0.02499999999999991
3,3,Du,0.975,1.1,-0.1250000000000001
3,3,Tit For Tat,3.01,2.985,0.02499999999999991
3,3,spiteful,3.01,2.985,0.02499999999999991
3,3,soft_majo,3.01,2.985,0.02499999999999991
3,3,hard_majo,2.99,2.99,0.0
3,3,per_cd,2.685,1.31,1.375
3,3,per_ccd,3.29,1.19,2.1
3,3,per_ddc,2.29,0.765,1.525
3,3,mistrust,2.99,2.99,0.0
3,3,WSLS,3.01,2.985,0.02499999999999991
3,3,TFTT,3.01,2.985,0.02499999999999991
3,3,hard_tft,3.01,2.985,0.02499999999999991
3,3,slow_tft,3.01,2.985,0.02499999999999991
3,3,GrdTFT,3.01,2.985,0.02499999999999991
3,3,prober,3.005,2.98,0.02499999999999991
3,3,mem2,3.01,2.985,0.02499999999999991
3,3,grok:grok-3-mini,3.01,2.985,0.02499999999999991
3,3,Tideman & Chieruzzi,2.975,3.0,-0.02499999999999991
3,3,Nydegger,3.01,2.985,0.02499999999999991
3,3,Grofman,3.01,2.985,0.02499999999999991
3,3,Shubik,3.01,2.985,0.02499999999999991
3,3,Stein & Rapoport: 0.05,2.975,3.0,-0.02499999999999991
3,3,GRIM,3.01,2.985,0.02499999999999991
3,3,Davis: 10,3.01,2.985,0.02499999999999991
3,3,Graaskamp: 0.05,3.41,2.16,1.25
3,3,Downing,1.125,1.05,0.07499999999999996
3,3,"Feld: 1.0, 0.5, 200",1.865,2.215,-0.34999999999999987
3,3,Joss: 0.9,2.115,2.39,-0.2749999999999999
3,3,Tullock,1.425,1.475,-0.050000000000000044
3,3,Anonymous,2.785,0.66,2.125
3,3,Random: 0.5,2.885,0.61,2.275
3,4,Cu,3.01,2.985,0.02499999999999991
3,4,Du,0.975,1.1,-0.1250000000000001
3,4,Tit For Tat,3.01,2.985,0.02499999999999991
3,4,spiteful,3.01,2.985,0.02499999999999991
3,4,soft_majo,3.01,2.985,0.02499999999999991
3,4,hard_majo,2.99,2.99,0.0
3,4,per_cd,2.685,1.31,1.375
3,4,per_ccd,3.29,1.19,2.1
3,4,per_ddc,2.29,0.765,1.525
3,4,mistrust,2.99,2.99,0.0
3,4,WSLS,3.01,2.985,0.02499999999999991
3,4,TFTT,3.01,2.985,0.02499999999999991
3,4,hard_tft,3.01,2.985,0.02499999999999991
3,4,slow_tft,3.01,2.985,0.02499999999999991
3,4,GrdTFT,3.01,2.985,0.02499999999999991
3,4,prober,3.005,2.98,0.02499999999999991
3,4,mem2,3.01,2.985,0.02499999999999991
3,4,grok:grok-3-mini,3.01,2.985,0.02499999999999991
3,4,Tideman & Chieruzzi,2.975,3.0,-0.02499999999999991
3,4,Nydegger,3.01,2.985,0.02499999999999991
3,4,Grofman,3.01,2.985,0.02499999999999991
3,4,Shubik,3.01,2.985,0.02499999999999991
3,4,Stein & Rapoport: 0.05,2.975,3.0,-0.02499999999999991
3,4,GRIM,3.01,2.985,0.02499999999999991
3,4,Davis: 10,3.01,2.985,0.02499999999999991
3,4,Graaskamp: 0.05,3.3,2.3,1.0
3,4,Downing,1.125,1.05,0.07499999999999996
3,4,"Feld: 1.0, 0.5, 200",1.555,1.855,-0.30000000000000004
3,4,Joss: 0.9,2.24,2.49,-0.25
3,4,Tullock,1.4,1.35,0.04999999999999982
3,4,Anonymous,2.995,0.595,2.4000000000000004
3,4,Random: 0.5,2.765,0.64,2.125
3,5,Cu,3.01,2.985,0.02499999999999991
3,5,Du,0.975,1.1,-0.1250000000000001
3,5,Tit For Tat,3.01,2.985,0.02499999999999991
3,5,spiteful,3.01,2.985,0.02499999999999991
3,5,soft_majo,3.01,2.985,0.02499999999999991
3,5,hard_majo,2.99,2.99,0.0
3,5,per_cd,2.685,1.31,1.375
3,5,per_ccd,3.29,1.19,2.1
3,5,per_ddc,2.29,0.765,1.525
3,5,mistrust,2.99,2.99,0.0
3,5,WSLS,3.01,2.985,0.02499999999999991
3,5,TFTT,3.01,2.985,0.02499999999999991
3,5,hard_tft,3.01,2.985,0.02499999999999991
3,5,slow_tft,3.01,2.985,0.02499999999999991
3,5,GrdTFT,3.01,2.985,0.02499999999999991
3,5,prober,3.005,2.98,0.02499999999999991
3,5,mem2,3.01,2.985,0.02499999999999991
3,5,grok:grok-3-mini,3.01,2.985,0.02499999999999991
3,5,Tideman & Chieruzzi,2.975,3.0,-0.02499999999999991
3,5,Nydegger,3.01,2.985,0.02499999999999991
3,5,Grofman,3.01,2.985,0.02499999999999991
3,5,Shubik,3.01,2.985,0.02499999999999991
3,5,Stein & Rapoport: 0.05,2.975,3.0,-0.02499999999999991
3,5,GRIM,3.01,2.985,0.02499999999999991
3,5,Davis: 10,3.01,2.985,0.02499999999999991
3,5,Graaskamp: 0.05,3.64,1.865,1.7750000000000001
3,5,Downing,1.125,1.05,0.07499999999999996
3,5,"Feld: 1.0, 0.5, 200",1.805,2.155,-0.34999999999999987
3,5,Joss: 0.9,2.545,2.745,-0.20000000000000018
3,5,Tullock,1.285,1.385,-0.10000000000000009
3,5,Anonymous,3.115,0.665,2.45
3,5,Random: 0.5,3.145,0.545,2.6
3,6,Cu,3.01,2.985,0.02499999999999991
3,6,Du,0.975,1.1,-0.1250000000000001
3,6,Tit For Tat,3.01,2.985,0.02499999999999991
3,6,spiteful,3.01,2.985,0.02499999999999991
3,6,soft_majo,3.01,2.985,0.02499999999999991
3,6,hard_majo,2.99,2.99,0.0
3,6,per_cd,2.685,1.31,1.375
3,6,per_ccd,3.29,1.19,2.1
3,6,per_ddc,2.29,0.765,1.525
3,6,mistrust,2.99,2.99,0.0
3,6,WSLS,3.01,2.985,0.02499999999999991
3,6,TFTT,3.01,2.985,0.02499999999999991
3,6,hard_tft,3.01,2.985,0.02499999999999991
3,6,slow_tft,3.01,2.985,0.02499999999999991
3,6,GrdTFT,3.01,2.985,0.02499999999999991
3,6,prober,3.005,2.98,0.02499999999999991
3,6,mem2,3.01,2.985,0.02499999999999991
3,6,grok:grok-3-mini,3.01,2.985,0.02499999999999991
3,6,Tideman & Chieruzzi,2.975,3.0,-0.02499999999999991
3,6,Nydegger,3.01,2.985,0.02499999999999991
3,6,Grofman,3.01,2.985,0.02499999999999991
3,6,Shubik,3.01,2.985,0.02499999999999991
3,6,Stein & Rapoport: 0.05,2.975,3.0,-0.02499999999999991
3,6,GRIM,3.01,2.985,0.02499999999999991
3,6,Davis: 10,3.01,2.985,0.02499999999999991
3,6,Graaskamp: 0.05,3.465,2.065,1.4
3,6,Downing,1.125,1.05,0.07499999999999996
3,6,"Feld: 1.0, 0.5, 200",1.705,1.98,-0.2749999999999999
3,6,Joss: 0.9,2.205,2.53,-0.32499999999999973
3,6,Tullock,1.525,1.6,-0.07500000000000018
3,6,Anonymous,2.975,0.6,2.375
3,6,Random: 0.5,2.695,1.345,1.3499999999999999
3,7,Cu,3.01,2.985,0.02499999999999991
3,7,Du,0.975,1.1,-0.1250000000000001
3,7,Tit For Tat,3.01,2.985,0.02499999999999991
3,7,spiteful,3.01,2.985,0.02499999999999991
3,7,soft_majo,3.01,2.985,0.02499999999999991
3,7,hard_majo,2.99,2.99,0.0
3,7,per_cd,2.685,1.31,1.375
3,7,per_ccd,3.29,1.19,2.1
3,7,per_ddc,2.29,0.765,1.525
3,7,mistrust,2.99,2.99,0.0
3,7,WSLS,3.01,2.985,0.02499999999999991
3,7,TFTT,3.01,2.985,0.02499999999999991
3,7,hard_tft,3.01,2.985,0.02499999999999991
3,7,slow_tft,3.01,2.985,0.02499999999999991
3,7,GrdTFT,3.01,2.985,0.02499999999999991
3,7,prober,3.005,2.98,0.02499999999999991
3,7,mem2,3.01,2.985,0.02499999999999991
3,7,grok:grok-3-mini,3.01,2.985,0.02499999999999991
3,7,Tideman & Chieruzzi,2.975,3.0,-0.02499999999999991
3,7,Nydegger,3.01,2.985,0.02499999999999991
3,7,Grofman,3.01,2.985,0.02499999999999991
3,7,Shubik,3.01,2.985,0.02499999999999991
3,7,Stein & Rapoport: 0.05,2.975,3.0,-0.02499999999999991
3,7,GRIM,3.01,2.985,0.02499999999999991
3,7,Davis: 10,3.01,2.985,0.02499999999999991
3,7,Graaskamp: 0.05,3.41,2.135,1.2750000000000004
3,7,Downing,1.125,1.05,0.07499999999999996
3,7,"Feld: 1.0, 0.5, 200",1.725,2.0,-0.2749999999999999
3,7,Joss: 0.9,2.07,2.395,-0.3250000000000002
3,7,Tullock,1.565,1.515,0.050000000000000044
3,7,Anonymous,3.06,0.785,2.275
3,7,Random: 0.5,3.045,0.57,2.475
3,8,Cu,3.01,2.985,0.02499999999999991
3,8,Du,0.975,1.1,-0.1250000000000001
3,8,Tit For Tat,3.01,2.985,0.02499999999999991
3,8,spiteful,3.01,2.985,0.02499999999999991
3,8,soft_majo,3.01,2.985,0.02499999999999991
3,8,hard_majo,2.99,2.99,0.0
3,8,per_cd,2.685,1.31,1.375
3,8,per_ccd,3.29,1.19,2.1
3,8,per_ddc,2.29,0.765,1.525
3,8,mistrust,2.99,2.99,0.0
3,8,WSLS,3.01,2.985,0.02499999999999991
3,8,TFTT,3.01,2.985,0.02499999999999991
3,8,hard_tft,3.01,2.985,0.02499999999999991
3,8,slow_tft,3.01,2.985,0.02499999999999991
3,8,GrdTFT,3.01,2.985,0.02499999999999991
3,8,prober,3.005,2.98,0.02499999999999991
3,8,mem2,3.01,2.985,0.02499999999999991
3,8,grok:grok-3-mini,3.01,2.985,0.02499999999999991
3,8,Tideman & Chieruzzi,2.975,3.0,-0.02499999999999991
3,8,Nydegger,3.01,2.985,0.02499999999999991
3,8,Grofman,3.01,2.985,0.02499999999999991
3,8,Shubik,3.01,2.985,0.02499999999999991
3,8,Stein & Rapoport: 0.05,2.975,3.0,-0.02499999999999991
3,8,GRIM,3.01,2.985,0.02499999999999991
3,8,Davis: 10,3.01,2.985,0.02499999999999991
3,8,Graaskamp: 0.05,3.305,2.305,1.0
3,8,Downing,1.125,1.05,0.07499999999999996
3,8,"Feld: 1.0, 0.5, 200",1.965,2.39,-0.42500000000000004
3,8,Joss: 0.9,2.205,2.505,-0.2999999999999998
3,8,Tullock,1.595,1.595,0.0
3,8,Anonymous,2.735,0.685,2.05
3,8,Random: 0.5,2.87,0.62,2.25
3,9,Cu,3.01,2.985,0.02499999999999991
3,9,Du,0.975,1.1,-0.1250000000000001
3,9,Tit For Tat,3.01,2.985,0.02499999999999991
3,9,spiteful,3.01,2.985,0.02499999999999991
3,9,soft_majo,3.01,2.985,0.02499999999999991
3,9,hard_majo,2.99,2.99,0.0
3,9,per_cd,2.685,1.31,1.375
3,9,per_ccd,3.29,1.19,2.1
3,9,per_ddc,2.29,0.765,1.525
3,9,mistrust,2.99,2.99,0.0
3,9,WSLS,3.01,2.985,0.02499999999999991
3,9,TFTT,3.01,2.985,0.02499999999999991
3,9,hard_tft,3.01,2.985,0.02499999999999991
3,9,slow_tft,3.01,2.985,0.02499999999999991
3,9,GrdTFT,3.01,2.985,0.02499999999999991
3,9,prober,3.005,2.98,0.02499999999999991
3,9,mem2,3.01,2.985,0.02499999999999991
3,9,grok:grok-3-mini,3.01,2.985,0.02499999999999991
3,9,Tideman & Chieruzzi,2.975,3.0,-0.02499999999999991
