iteration,objective,trust_gain_c,trust_loss_d,betrayal_pressure,deadlock_pressure,mutual_relief,volatility_gain,volatility_decay,repair_gain,repair_decay,grace_gain,grace_loss,endgame_rounds,coop_streak_gate,pressure_gate,trust_gate,bias,trust_weight,pressure_weight,volatility_weight,repair_weight,grace_weight,recent_coop_weight,recent_defect_weight,betrayal_weight,score_gap_weight,threshold,rank,average_score_per_turn,gap_to_best_other,head_mean_margin,head_min_margin,head_negative_count
66,2.5785306818181817,0.4419423158548802,0.961912875727146,1.222295892603685,0.30588090037202387,0.24084359195796431,0.6210383867288409,0.5305782286222307,1.1934570210126902,0.5774483651329372,0.11207687801122586,0.5088835834263081,2,7,2.7735875276696387,0.45307291944802747,-0.03799074035544869,0.19602668512997162,1.065067296629838,0.21555132970673552,0.48027927855617514,0.07901577042790707,0.2644976937019143,0.3145777542316796,0.7275199935547771,0.16864415562711432,0.01482812292811135,6,2.6338181818181816,-0.09966666666666724,0.3159375,-1.165,5
73,2.577935984848485,0.7961953010195799,1.5637746513163902,1.1837149018999586,0.5176919762554753,0.31415532686634734,0.628861160210725,0.45225549601162623,0.8291604398233744,0.37247574792664784,0.31474519030494635,0.5588996580514856,2,8,1.9226186350664858,-0.14903156773836274,0.5993558015602809,0.3469772168491011,0.7064525844225393,0.32671641204933255,0.34887009872225894,0.16910988163826626,0.10486717206147525,0.577090430686021,0.2881067408654201,0.16199656224350745,0.3104121380621546,6,2.632848484848485,-0.10181818181818203,0.31906249999999997,-1.165,5
27,2.577687310606061,0.3967593361256241,0.8603394772323743,1.4408286337181597,0.44631247286933273,0.4428563131408849,0.8377929607749923,0.5355347137133656,1.196361101485628,0.4377001519198085,0.17352422016102395,0.5443913975243843,0,6,3.1828883280490574,-0.1280398618526381,0.5734578069353371,0.17644365434897308,0.7642846680384533,0.45908214891782073,0.49199165306948067,0.1264395245994307,0.6555407623753827,0.33262202840929467,0.33409617046279383,0.203465747438349,0.31877921433613576,6,2.6426060606060613,-0.09206060606060573,0.28234375,-1.2349999999999999,7
52,2.5768630681818174,0.8093596753085068,1.2489103441023874,1.8107054170728407,0.29068642352194685,0.31361665331111355,0.5994891292876794,0.6393489044771312,0.7638883452994101,0.6225096717766636,0.3031177487916756,0.30973397326855956,2,9,2.672577979402053,0.530865452131275,-0.15605247305370015,0.4943709463271886,0.8255290327785362,0.11947410555773429,0.652846977913862,0.30277782683786275,0.6949269768545698,0.7320305123166331,0.31081849463963224,0.21236395196873026,-0.019976237177171965,5,2.645181818181818,-0.08490909090909193,0.28734375,-1.2850000000000001,5
50,2.5760496212121193,0.8708581453628167,0.9276355746468812,1.6106491834528143,0.5952600538870559,0.3734603563838543,1.0880276211684792,0.791004247928345,0.47003789423670306,0.5828293701824963,0.19982827923458574,0.660474587069154,1,7,2.2700616173254415,-0.008338349823816371,0.6870348835832294,0.38563934348339823,1.0299061547769433,0.3591789979046224,0.6147106339961854,0.3155150548937216,0.22965042662472673,0.26661261129755975,0.31853448195539813,0.1954443795819174,0.5224481714561304,6,2.632212121212119,-0.09651515151515433,0.31531249999999994,-1.175,7
55,2.574856249999998,0.569983278953502,1.4236447823628788,1.6455544806910973,0.6260307452182658,0.294380663263378,0.8799717340614166,0.6653649348308397,0.8636561126108102,0.3710458802519927,0.17211446149222198,0.6638656471303619,1,9,1.947079716917663,-0.04072305662604009,0.674549012591315,0.3942810732509354,0.5477124418648384,0.1948572536062324,0.6334401209640554,0.11897276458445025,0.5570151977292459,0.8991859913497282,0.7006455412085748,0.0794744266671464,0.5488956206977091,6,2.639999999999998,-0.0917878787878812,0.31046874999999996,-1.28,7
14,2.5741893939393945,0.638447570792337,1.1415503125003694,1.382549143130412,0.3534502040044233,0.44210208836056236,0.7177420931833621,0.7646981738669989,0.45494322816590754,0.7289146205668937,0.22556065697948408,0.6354088850318094,0,5,2.1323331246298753,0.7072564867100462,0.8506004688147966,0.2592836007964365,0.6945642789524958,0.23472148234115525,0.3304240934121643,0.38181008512429493,0.4010487125824652,0.5190580576397834,0.8776402831627168,0.2405129399426567,0.5095096067178029,6,2.6409393939393944,-0.09293939393939388,0.29375,-1.275,7
1,2.5726424242424257,0.5827489328802729,1.6527965500657509,1.3403013487032747,0.6940667030548895,0.542441960788787,0.7516106678818524,0.513407706594357,0.9096582350368202,0.5531965338917124,0.2824078490106432,0.517129478620421,0,5,2.2854201599007107,-0.06145649750043175,0.45158077323409446,0.1918567435360417,0.9084839071910464,0.1027819602399251,0.3999749243129061,0.21791406354268245,0.17187924319583894,0.5601450649532731,0.5750497465618063,0.16072145721681444,0.48257754111505335,6,2.6372424242424257,-0.08963636363636196,0.29500000000000004,-1.25,7
2,2.5716325757575738,0.8263385921785587,1.6905347213362667,1.1448835528756016,0.16423529763734082,0.4259669830730625,0.47956072071987,0.7320923675669204,0.6103501792872318,0.41419163746991267,0.13511236261408355,0.4218828254283483,2,5,2.391559833720849,0.10117744437092507,0.5128440835967847,0.168130675188541,0.5859839402312876,0.37498803724352137,0.5636258202145318,0.0854581230285757,0.139880762109389,0.5793472877772408,0.6923375693513042,0.054834713433329074,0.18390445949003945,6,2.6417575757575738,-0.09096969696970003,0.27562499999999995,-1.2899999999999998,5
4,2.5710928030303024,0.46582101572520807,0.9970829315026762,1.4237238069324154,0.5634360587343611,0.28153257364564116,0.6263833251811988,0.655102842460516,0.6089593384392659,0.7922390115136946,0.267510929862964,0.7254711226993618,2,9,2.721913549252784,0.08546761457614144,0.3056532433855303,0.32169977374677267,0.7609958705170612,0.1249878134479968,0.6173225948438098,0.10404675091599473,0.3749987178435912,0.8975312705100897,0.5847156907857302,0.3105553226940167,0.06932989892605312,7,2.6230303030303026,-0.10269696969697062,0.32718749999999996,-1.1400000000000001,5
