seed,repetition,opponent,eleanor_avg
1,9,hard_tft,3.01
1,9,slow_tft,3.01
1,9,GrdTFT,3.01
1,9,prober,3.005
1,9,mem2,3.01
1,9,grok:grok-3-mini,3.01
1,9,Tideman & Chieruzzi,2.975
1,9,Nydegger,3.01
1,9,Grofman,3.01
1,9,Shubik,3.01
1,9,Stein & Rapoport: 0.05,2.975
1,9,GRIM,3.01
1,9,Davis: 10,3.01
1,9,Graaskamp: 0.05,3.495
1,9,Downing,1.125
1,9,"Feld: 1.0, 0.5, 200",1.715
1,9,Joss: 0.9,2.405
1,9,Tullock,1.395
1,9,Anonymous,2.52
1,9,Random: 0.5,3.03
1,10,Cu,3.01
1,10,Du,0.975
1,10,Tit For Tat,3.01
1,10,spiteful,3.01
1,10,soft_majo,3.01
1,10,hard_majo,2.99
1,10,per_cd,2.685
1,10,per_ccd,3.29
1,10,per_ddc,2.29
1,10,mistrust,2.99
1,10,WSLS,3.01
1,10,TFTT,3.01
1,10,hard_tft,3.01
1,10,slow_tft,3.01
1,10,GrdTFT,3.01
1,10,prober,3.005
1,10,mem2,3.01
1,10,grok:grok-3-mini,3.01
1,10,Tideman & Chieruzzi,2.975
1,10,Nydegger,3.01
1,10,Grofman,3.01
1,10,Shubik,3.01
1,10,Stein & Rapoport: 0.05,2.975
1,10,GRIM,3.01
1,10,Davis: 10,3.01
1,10,Graaskamp: 0.05,3.32
1,10,Downing,1.125
1,10,"Feld: 1.0, 0.5, 200",1.915
1,10,Joss: 0.9,1.615
1,10,Tullock,2.105
1,10,Anonymous,2.64
1,10,Random: 0.5,2.83
1,11,Cu,3.01
1,11,Du,0.975
1,11,Tit For Tat,3.01
1,11,spiteful,3.01
1,11,soft_majo,3.01
1,11,hard_majo,2.99
1,11,per_cd,2.685
1,11,per_ccd,3.29
1,11,per_ddc,2.29
1,11,mistrust,2.99
1,11,WSLS,3.01
1,11,TFTT,3.01
1,11,hard_tft,3.01
1,11,slow_tft,3.01
1,11,GrdTFT,3.01
1,11,prober,3.005
1,11,mem2,3.01
1,11,grok:grok-3-mini,3.01
1,11,Tideman & Chieruzzi,2.975
1,11,Nydegger,3.01
1,11,Grofman,3.01
1,11,Shubik,3.01
1,11,Stein & Rapoport: 0.05,2.975
1,11,GRIM,3.01
1,11,Davis: 10,3.01
1,11,Graaskamp: 0.05,3.445
1,11,Downing,1.125
1,11,"Feld: 1.0, 0.5, 200",2.05
1,11,Joss: 0.9,1.325
1,11,Tullock,1.41
1,11,Anonymous,2.72
1,11,Random: 0.5,2.695
1,12,Cu,3.01
1,12,Du,0.975
1,12,Tit For Tat,3.01
1,12,spiteful,3.01
1,12,soft_majo,3.01
1,12,hard_majo,2.99
1,12,per_cd,2.685
1,12,per_ccd,3.29
1,12,per_ddc,2.29
1,12,mistrust,2.99
1,12,WSLS,3.01
1,12,TFTT,3.01
1,12,hard_tft,3.01
1,12,slow_tft,3.01
1,12,GrdTFT,3.01
1,12,prober,3.005
1,12,mem2,3.01
1,12,grok:grok-3-mini,3.01
1,12,Tideman & Chieruzzi,2.975
1,12,Nydegger,3.01
1,12,Grofman,3.01
1,12,Shubik,3.01
1,12,Stein & Rapoport: 0.05,2.975
1,12,GRIM,3.01
1,12,Davis: 10,3.01
1,12,Graaskamp: 0.05,3.37
1,12,Downing,1.125
1,12,"Feld: 1.0, 0.5, 200",1.815
1,12,Joss: 0.9,2.415
1,12,Tullock,1.545
1,12,Anonymous,2.78
1,12,Random: 0.5,3.25
1,13,Cu,3.01
1,13,Du,0.975
1,13,Tit For Tat,3.01
1,13,spiteful,3.01
1,13,soft_majo,3.01
1,13,hard_majo,2.99
1,13,per_cd,2.685
1,13,per_ccd,3.29
1,13,per_ddc,2.29
1,13,mistrust,2.99
1,13,WSLS,3.01
1,13,TFTT,3.01
1,13,hard_tft,3.01
1,13,slow_tft,3.01
1,13,GrdTFT,3.01
1,13,prober,3.005
1,13,mem2,3.01
1,13,grok:grok-3-mini,3.01
1,13,Tideman & Chieruzzi,2.975
1,13,Nydegger,3.01
1,13,Grofman,3.01
1,13,Shubik,3.01
1,13,Stein & Rapoport: 0.05,2.975
1,13,GRIM,3.01
1,13,Davis: 10,3.01
1,13,Graaskamp: 0.05,3.4
1,13,Downing,1.125
1,13,"Feld: 1.0, 0.5, 200",2.015
1,13,Joss: 0.9,2.005
1,13,Tullock,1.325
1,13,Anonymous,2.74
1,13,Random: 0.5,2.81
1,14,Cu,3.01
1,14,Du,0.975
1,14,Tit For Tat,3.01
1,14,spiteful,3.01
1,14,soft_majo,3.01
1,14,hard_majo,2.99
1,14,per_cd,2.685
1,14,per_ccd,3.29
1,14,per_ddc,2.29
1,14,mistrust,2.99
1,14,WSLS,3.01
1,14,TFTT,3.01
1,14,hard_tft,3.01
1,14,slow_tft,3.01
1,14,GrdTFT,3.01
1,14,prober,3.005
1,14,mem2,3.01
1,14,grok:grok-3-mini,3.01
1,14,Tideman & Chieruzzi,2.975
1,14,Nydegger,3.01
1,14,Grofman,3.01
1,14,Shubik,3.01
1,14,Stein & Rapoport: 0.05,2.975
1,14,GRIM,3.01
1,14,Davis: 10,3.01
1,14,Graaskamp: 0.05,3.455
1,14,Downing,1.125
1,14,"Feld: 1.0, 0.5, 200",1.845
1,14,Joss: 0.9,2.43
1,14,Tullock,1.45
1,14,Anonymous,2.65
1,14,Random: 0.5,2.87
1,15,Cu,3.01
1,15,Du,0.975
1,15,Tit For Tat,3.01
1,15,spiteful,3.01
1,15,soft_majo,3.01
1,15,hard_majo,2.99
1,15,per_cd,2.685
1,15,per_ccd,3.29
1,15,per_ddc,2.29
1,15,mistrust,2.99
1,15,WSLS,3.01
1,15,TFTT,3.01
1,15,hard_tft,3.01
1,15,slow_tft,3.01
1,15,GrdTFT,3.01
1,15,prober,3.005
1,15,mem2,3.01
1,15,grok:grok-3-mini,3.01
1,15,Tideman & Chieruzzi,2.975
1,15,Nydegger,3.01
1,15,Grofman,3.01
1,15,Shubik,3.01
1,15,Stein & Rapoport: 0.05,2.975
1,15,GRIM,3.01
1,15,Davis: 10,3.01
1,15,Graaskamp: 0.05,3.43
1,15,Downing,1.125
1,15,"Feld: 1.0, 0.5, 200",2.065
1,15,Joss: 0.9,1.88
1,15,Tullock,1.76
1,15,Anonymous,2.965
1,15,Random: 0.5,2.685
1,16,Cu,3.01
1,16,Du,0.975
1,16,Tit For Tat,3.01
1,16,spiteful,3.01
1,16,soft_majo,3.01
1,16,hard_majo,2.99
1,16,per_cd,2.685
1,16,per_ccd,3.29
1,16,per_ddc,2.29
1,16,mistrust,2.99
1,16,WSLS,3.01
1,16,TFTT,3.01
1,16,hard_tft,3.01
1,16,slow_tft,3.01
1,16,GrdTFT,3.01
1,16,prober,3.005
1,16,mem2,3.01
1,16,grok:grok-3-mini,3.01
1,16,Tideman & Chieruzzi,2.975
1,16,Nydegger,3.01
1,16,Grofman,3.01
1,16,Shubik,3.01
1,16,Stein & Rapoport: 0.05,2.975
1,16,GRIM,3.01
1,16,Davis: 10,3.01
1,16,Graaskamp: 0.05,3.35
1,16,Downing,1.125
1,16,"Feld: 1.0, 0.5, 200",1.625
1,16,Joss: 0.9,1.955
1,16,Tullock,1.375
1,16,Anonymous,3.145
1,16,Random: 0.5,3.085
1,17,Cu,3.01
1,17,Du,0.975
1,17,Tit For Tat,3.01
1,17,spiteful,3.01
1,17,soft_majo,3.01
1,17,hard_majo,2.99
1,17,per_cd,2.685
1,17,per_ccd,3.29
1,17,per_ddc,2.29
1,17,mistrust,2.99
1,17,WSLS,3.01
1,17,TFTT,3.01
1,17,hard_tft,3.01
1,17,slow_tft,3.01
1,17,GrdTFT,3.01
1,17,prober,3.005
1,17,mem2,3.01
1,17,grok:grok-3-mini,3.01
1,17,Tideman & Chieruzzi,2.975
1,17,Nydegger,3.01
1,17,Grofman,3.01
1,17,Shubik,3.01
1,17,Stein & Rapoport: 0.05,2.975
1,17,GRIM,3.01
1,17,Davis: 10,3.01
1,17,Graaskamp: 0.05,3.335
1,17,Downing,1.125
1,17,"Feld: 1.0, 0.5, 200",1.695
1,17,Joss: 0.9,2.085
1,17,Tullock,1.805
1,17,Anonymous,2.825
1,17,Random: 0.5,3.01
1,18,Cu,3.01
1,18,Du,0.975
1,18,Tit For Tat,3.01
1,18,spiteful,3.01
1,18,soft_majo,3.01
1,18,hard_majo,2.99
1,18,per_cd,2.685
1,18,per_ccd,3.29
1,18,per_ddc,2.29
1,18,mistrust,2.99
1,18,WSLS,3.01
1,18,TFTT,3.01
1,18,hard_tft,3.01
1,18,slow_tft,3.01
1,18,GrdTFT,3.01
1,18,prober,3.005
1,18,mem2,3.01
1,18,grok:grok-3-mini,3.01
1,18,Tideman & Chieruzzi,2.975
1,18,Nydegger,3.01
1,18,Grofman,3.01
1,18,Shubik,3.01
1,18,Stein & Rapoport: 0.05,2.975
1,18,GRIM,3.01
1,18,Davis: 10,3.01
1,18,Graaskamp: 0.05,3.355
1,18,Downing,1.125
1,18,"Feld: 1.0, 0.5, 200",1.955
1,18,Joss: 0.9,2.155
1,18,Tullock,1.72
1,18,Anonymous,2.77
1,18,Random: 0.5,3.005
1,19,Cu,3.01
1,19,Du,0.975
1,19,Tit For Tat,3.01
1,19,spiteful,3.01
1,19,soft_majo,3.01
1,19,hard_majo,2.99
1,19,per_cd,2.685
1,19,per_ccd,3.29
1,19,per_ddc,2.29
1,19,mistrust,2.99
1,19,WSLS,3.01
1,19,TFTT,3.01
1,19,hard_tft,3.01
1,19,slow_tft,3.01
1,19,GrdTFT,3.01
1,19,prober,3.005
1,19,mem2,3.01
1,19,grok:grok-3-mini,3.01
1,19,Tideman & Chieruzzi,2.975
1,19,Nydegger,3.01
1,19,Grofman,3.01
1,19,Shubik,3.01
1,19,Stein & Rapoport: 0.05,2.975
1,19,GRIM,3.01
1,19,Davis: 10,3.01
1,19,Graaskamp: 0.05,3.35
1,19,Downing,1.125
1,19,"Feld: 1.0, 0.5, 200",1.945
1,19,Joss: 0.9,2.47
1,19,Tullock,1.565
1,19,Anonymous,2.85
1,19,Random: 0.5,2.81
2,0,Cu,3.01
2,0,Du,0.975
2,0,Tit For Tat,3.01
2,0,spiteful,3.01
2,0,soft_majo,3.01
2,0,hard_majo,2.99
2,0,per_cd,2.685
2,0,per_ccd,3.29
2,0,per_ddc,2.29
2,0,mistrust,2.99
2,0,WSLS,3.01
2,0,TFTT,3.01
2,0,hard_tft,3.01
2,0,slow_tft,3.01
2,0,GrdTFT,3.01
2,0,prober,3.005
2,0,mem2,3.01
2,0,grok:grok-3-mini,3.01
2,0,Tideman & Chieruzzi,2.975
2,0,Nydegger,3.01
2,0,Grofman,3.01
2,0,Shubik,3.01
2,0,Stein & Rapoport: 0.05,2.975
2,0,GRIM,3.01
2,0,Davis: 10,3.01
2,0,Graaskamp: 0.05,3.39
2,0,Downing,1.125
2,0,"Feld: 1.0, 0.5, 200",1.725
2,0,Joss: 0.9,2.175
2,0,Tullock,1.645
2,0,Anonymous,2.785
2,0,Random: 0.5,2.56
2,1,Cu,3.01
2,1,Du,0.975
2,1,Tit For Tat,3.01
2,1,spiteful,3.01
2,1,soft_majo,3.01
2,1,hard_majo,2.99
2,1,per_cd,2.685
2,1,per_ccd,3.29
2,1,per_ddc,2.29
2,1,mistrust,2.99
2,1,WSLS,3.01
2,1,TFTT,3.01
2,1,hard_tft,3.01
2,1,slow_tft,3.01
2,1,GrdTFT,3.01
2,1,prober,3.005
2,1,mem2,3.01
2,1,grok:grok-3-mini,3.01
2,1,Tideman & Chieruzzi,2.975
2,1,Nydegger,3.01
2,1,Grofman,3.01
2,1,Shubik,3.01
2,1,Stein & Rapoport: 0.05,2.975
2,1,GRIM,3.01
2,1,Davis: 10,3.01
2,1,Graaskamp: 0.05,3.395
2,1,Downing,1.125
2,1,"Feld: 1.0, 0.5, 200",1.785
2,1,Joss: 0.9,2.185
2,1,Tullock,1.495
2,1,Anonymous,3.385
2,1,Random: 0.5,2.895
2,2,Cu,3.01
2,2,Du,0.975
2,2,Tit For Tat,3.01
2,2,spiteful,3.01
2,2,soft_majo,3.01
2,2,hard_majo,2.99
2,2,per_cd,2.685
2,2,per_ccd,3.29
2,2,per_ddc,2.29
2,2,mistrust,2.99
2,2,WSLS,3.01
2,2,TFTT,3.01
2,2,hard_tft,3.01
2,2,slow_tft,3.01
2,2,GrdTFT,3.01
2,2,prober,3.005
2,2,mem2,3.01
2,2,grok:grok-3-mini,3.01
2,2,Tideman & Chieruzzi,2.975
2,2,Nydegger,3.01
2,2,Grofman,3.01
2,2,Shubik,3.01
2,2,Stein & Rapoport: 0.05,2.975
2,2,GRIM,3.01
2,2,Davis: 10,3.01
2,2,Graaskamp: 0.05,3.415
2,2,Downing,1.125
2,2,"Feld: 1.0, 0.5, 200",1.845
2,2,Joss: 0.9,1.305
2,2,Tullock,2.005
2,2,Anonymous,2.58
2,2,Random: 0.5,2.985
2,3,Cu,3.01
2,3,Du,0.975
2,3,Tit For Tat,3.01
2,3,spiteful,3.01
2,3,soft_majo,3.01
2,3,hard_majo,2.99
2,3,per_cd,2.685
2,3,per_ccd,3.29
2,3,per_ddc,2.29
2,3,mistrust,2.99
2,3,WSLS,3.01
2,3,TFTT,3.01
2,3,hard_tft,3.01
2,3,slow_tft,3.01
2,3,GrdTFT,3.01
2,3,prober,3.005
2,3,mem2,3.01
2,3,grok:grok-3-mini,3.01
2,3,Tideman & Chieruzzi,2.975
2,3,Nydegger,3.01
2,3,Grofman,3.01
2,3,Shubik,3.01
2,3,Stein & Rapoport: 0.05,2.975
2,3,GRIM,3.01
2,3,Davis: 10,3.01
2,3,Graaskamp: 0.05,3.555
2,3,Downing,1.125
2,3,"Feld: 1.0, 0.5, 200",1.675
2,3,Joss: 0.9,2.47
2,3,Tullock,1.285
2,3,Anonymous,2.755
2,3,Random: 0.5,2.72
2,4,Cu,3.01
2,4,Du,0.975
2,4,Tit For Tat,3.01
2,4,spiteful,3.01
2,4,soft_majo,3.01
2,4,hard_majo,2.99
2,4,per_cd,2.685
2,4,per_ccd,3.29
2,4,per_ddc,2.29
2,4,mistrust,2.99
2,4,WSLS,3.01
2,4,TFTT,3.01
2,4,hard_tft,3.01
2,4,slow_tft,3.01
2,4,GrdTFT,3.01
2,4,prober,3.005
2,4,mem2,3.01
2,4,grok:grok-3-mini,3.01
2,4,Tideman & Chieruzzi,2.975
2,4,Nydegger,3.01
2,4,Grofman,3.01
2,4,Shubik,3.01
2,4,Stein & Rapoport: 0.05,2.975
2,4,GRIM,3.01
2,4,Davis: 10,3.01
2,4,Graaskamp: 0.05,3.43
2,4,Downing,1.125
2,4,"Feld: 1.0, 0.5, 200",1.805
2,4,Joss: 0.9,1.35
2,4,Tullock,1.46
2,4,Anonymous,3.195
2,4,Random: 0.5,2.71
2,5,Cu,3.01
2,5,Du,0.975
2,5,Tit For Tat,3.01
2,5,spiteful,3.01
2,5,soft_majo,3.01
2,5,hard_majo,2.99
2,5,per_cd,2.685
2,5,per_ccd,3.29
2,5,per_ddc,2.29
2,5,mistrust,2.99
2,5,WSLS,3.01
2,5,TFTT,3.01
2,5,hard_tft,3.01
2,5,slow_tft,3.01
2,5,GrdTFT,3.01
2,5,prober,3.005
2,5,mem2,3.01
2,5,grok:grok-3-mini,3.01
2,5,Tideman & Chieruzzi,2.975
2,5,Nydegger,3.01
2,5,Grofman,3.01
2,5,Shubik,3.01
2,5,Stein & Rapoport: 0.05,2.975
2,5,GRIM,3.01
2,5,Davis: 10,3.01
2,5,Graaskamp: 0.05,3.38
2,5,Downing,1.125
2,5,"Feld: 1.0, 0.5, 200",2.01
2,5,Joss: 0.9,2.215
2,5,Tullock,1.605
2,5,Anonymous,2.91
2,5,Random: 0.5,2.94
2,6,Cu,3.01
2,6,Du,0.975
2,6,Tit For Tat,3.01
2,6,spiteful,3.01
2,6,soft_majo,3.01
2,6,hard_majo,2.99
2,6,per_cd,2.685
2,6,per_ccd,3.29
2,6,per_ddc,2.29
2,6,mistrust,2.99
2,6,WSLS,3.01
2,6,TFTT,3.01
2,6,hard_tft,3.01
2,6,slow_tft,3.01
2,6,GrdTFT,3.01
2,6,prober,3.005
2,6,mem2,3.01
2,6,grok:grok-3-mini,3.01
2,6,Tideman & Chieruzzi,2.975
2,6,Nydegger,3.01
2,6,Grofman,3.01
2,6,Shubik,3.01
2,6,Stein & Rapoport: 0.05,2.975
2,6,GRIM,3.01
2,6,Davis: 10,3.01
2,6,Graaskamp: 0.05,3.495
2,6,Downing,1.125
2,6,"Feld: 1.0, 0.5, 200",1.725
2,6,Joss: 0.9,1.2
2,6,Tullock,1.905
2,6,Anonymous,2.985
2,6,Random: 0.5,2.685
2,7,Cu,3.01
2,7,Du,0.975
2,7,Tit For Tat,3.01
2,7,spiteful,3.01
2,7,soft_majo,3.01
2,7,hard_majo,2.99
2,7,per_cd,2.685
2,7,per_ccd,3.29
2,7,per_ddc,2.29
2,7,mistrust,2.99
2,7,WSLS,3.01
2,7,TFTT,3.01
2,7,hard_tft,3.01
2,7,slow_tft,3.01
2,7,GrdTFT,3.01
2,7,prober,3.005
2,7,mem2,3.01
2,7,grok:grok-3-mini,3.01
2,7,Tideman & Chieruzzi,2.975
2,7,Nydegger,3.01
2,7,Grofman,3.01
2,7,Shubik,3.01
2,7,Stein & Rapoport: 0.05,2.975
2,7,GRIM,3.01
2,7,Davis: 10,3.01
2,7,Graaskamp: 0.05,3.485
2,7,Downing,1.125
2,7,"Feld: 1.0, 0.5, 200",1.605
2,7,Joss: 0.9,2.285
2,7,Tullock,1.995
2,7,Anonymous,2.875
2,7,Random: 0.5,2.765
2,8,Cu,3.01
2,8,Du,0.975
2,8,Tit For Tat,3.01
2,8,spiteful,3.01
2,8,soft_majo,3.01
2,8,hard_majo,2.99
2,8,per_cd,2.685
2,8,per_ccd,3.29
2,8,per_ddc,2.29
2,8,mistrust,2.99
2,8,WSLS,3.01
2,8,TFTT,3.01
2,8,hard_tft,3.01
2,8,slow_tft,3.01
2,8,GrdTFT,3.01
2,8,prober,3.005
2,8,mem2,3.01
2,8,grok:grok-3-mini,3.01
2,8,Tideman & Chieruzzi,2.975
2,8,Nydegger,3.01
2,8,Grofman,3.01
2,8,Shubik,3.01
2,8,Stein & Rapoport: 0.05,2.975
2,8,GRIM,3.01
2,8,Davis: 10,3.01
2,8,Graaskamp: 0.05,3.33
2,8,Downing,1.125
2,8,"Feld: 1.0, 0.5, 200",1.77
2,8,Joss: 0.9,1.945
2,8,Tullock,1.71
2,8,Anonymous,2.77
2,8,Random: 0.5,2.83
2,9,Cu,3.01
2,9,Du,0.975
2,9,Tit For Tat,3.01
2,9,spiteful,3.01
2,9,soft_majo,3.01
2,9,hard_majo,2.99
2,9,per_cd,2.685
2,9,per_ccd,3.29
2,9,per_ddc,2.29
2,9,mistrust,2.99
2,9,WSLS,3.01
2,9,TFTT,3.01
2,9,hard_tft,3.01
2,9,slow_tft,3.01
2,9,GrdTFT,3.01
2,9,prober,3.005
2,9,mem2,3.01
2,9,grok:grok-3-mini,3.01
2,9,Tideman & Chieruzzi,2.975
2,9,Nydegger,3.01
2,9,Grofman,3.01
2,9,Shubik,3.01
2,9,Stein & Rapoport: 0.05,2.975
2,9,GRIM,3.01
2,9,Davis: 10,3.01
2,9,Graaskamp: 0.05,3.39
2,9,Downing,1.125
2,9,"Feld: 1.0, 0.5, 200",1.645
2,9,Joss: 0.9,2.11
2,9,Tullock,1.385
2,9,Anonymous,2.925
2,9,Random: 0.5,2.915
2,10,Cu,3.01
2,10,Du,0.975
2,10,Tit For Tat,3.01
2,10,spiteful,3.01
2,10,soft_majo,3.01
2,10,hard_majo,2.99
2,10,per_cd,2.685
2,10,per_ccd,3.29
2,10,per_ddc,2.29
2,10,mistrust,2.99
2,10,WSLS,3.01
2,10,TFTT,3.01
2,10,hard_tft,3.01
2,10,slow_tft,3.01
2,10,GrdTFT,3.01
2,10,prober,3.005
2,10,mem2,3.01
2,10,grok:grok-3-mini,3.01
2,10,Tideman & Chieruzzi,2.975
2,10,Nydegger,3.01
2,10,Grofman,3.01
2,10,Shubik,3.01
2,10,Stein & Rapoport: 0.05,2.975
2,10,GRIM,3.01
2,10,Davis: 10,3.01
2,10,Graaskamp: 0.05,3.415
2,10,Downing,1.125
2,10,"Feld: 1.0, 0.5, 200",1.915
2,10,Joss: 0.9,2.595
2,10,Tullock,1.405
2,10,Anonymous,2.825
2,10,Random: 0.5,2.695
2,11,Cu,3.01
2,11,Du,0.975
2,11,Tit For Tat,3.01
2,11,spiteful,3.01
2,11,soft_majo,3.01
2,11,hard_majo,2.99
2,11,per_cd,2.685
2,11,per_ccd,3.29
2,11,per_ddc,2.29
2,11,mistrust,2.99
2,11,WSLS,3.01
2,11,TFTT,3.01
2,11,hard_tft,3.01
2,11,slow_tft,3.01
2,11,GrdTFT,3.01
2,11,prober,3.005
2,11,mem2,3.01
2,11,grok:grok-3-mini,3.01
2,11,Tideman & Chieruzzi,2.975
2,11,Nydegger,3.01
2,11,Grofman,3.01
2,11,Shubik,3.01
2,11,Stein & Rapoport: 0.05,2.975
2,11,GRIM,3.01
2,11,Davis: 10,3.01
2,11,Graaskamp: 0.05,3.435
2,11,Downing,1.125
2,11,"Feld: 1.0, 0.5, 200",1.545
2,11,Joss: 0.9,2.025
2,11,Tullock,1.295
2,11,Anonymous,3.055
2,11,Random: 0.5,2.79
2,12,Cu,3.01
2,12,Du,0.975
2,12,Tit For Tat,3.01
2,12,spiteful,3.01
2,12,soft_majo,3.01
2,12,hard_majo,2.99
2,12,per_cd,2.685
2,12,per_ccd,3.29
2,12,per_ddc,2.29
2,12,mistrust,2.99
2,12,WSLS,3.01
2,12,TFTT,3.01
2,12,hard_tft,3.01
2,12,slow_tft,3.01
2,12,GrdTFT,3.01
2,12,prober,3.005
2,12,mem2,3.01
2,12,grok:grok-3-mini,3.01
2,12,Tideman & Chieruzzi,2.975
2,12,Nydegger,3.01
2,12,Grofman,3.01
2,12,Shubik,3.01
2,12,Stein & Rapoport: 0.05,2.975
2,12,GRIM,3.01
2,12,Davis: 10,3.01
2,12,Graaskamp: 0.05,3.53
2,12,Downing,1.125
2,12,"Feld: 1.0, 0.5, 200",1.915
2,12,Joss: 0.9,2.32
2,12,Tullock,1.395
2,12,Anonymous,2.91
2,12,Random: 0.5,2.67
2,13,Cu,3.01
2,13,Du,0.975
2,13,Tit For Tat,3.01
2,13,spiteful,3.01
2,13,soft_majo,3.01
2,13,hard_majo,2.99
2,13,per_cd,2.685
2,13,per_ccd,3.29
2,13,per_ddc,2.29
2,13,mistrust,2.99
2,13,WSLS,3.01
2,13,TFTT,3.01
2,13,hard_tft,3.01
2,13,slow_tft,3.01
2,13,GrdTFT,3.01
2,13,prober,3.005
2,13,mem2,3.01
2,13,grok:grok-3-mini,3.01
2,13,Tideman & Chieruzzi,2.975
2,13,Nydegger,3.01
2,13,Grofman,3.01
2,13,Shubik,3.01
2,13,Stein & Rapoport: 0.05,2.975
2,13,GRIM,3.01
2,13,Davis: 10,3.01
2,13,Graaskamp: 0.05,3.335
2,13,Downing,1.125
2,13,"Feld: 1.0, 0.5, 200",1.905
2,13,Joss: 0.9,1.945
2,13,Tullock,1.575
2,13,Anonymous,2.735
2,13,Random: 0.5,2.92
2,14,Cu,3.01
2,14,Du,0.975
2,14,Tit For Tat,3.01
2,14,spiteful,3.01
2,14,soft_majo,3.01
2,14,hard_majo,2.99
2,14,per_cd,2.685
2,14,per_ccd,3.29
2,14,per_ddc,2.29
2,14,mistrust,2.99
2,14,WSLS,3.01
2,14,TFTT,3.01
2,14,hard_tft,3.01
2,14,slow_tft,3.01
2,14,GrdTFT,3.01
2,14,prober,3.005
2,14,mem2,3.01
2,14,grok:grok-3-mini,3.01
2,14,Tideman & Chieruzzi,2.975
2,14,Nydegger,3.01
2,14,Grofman,3.01
2,14,Shubik,3.01
2,14,Stein & Rapoport: 0.05,2.975
2,14,GRIM,3.01
2,14,Davis: 10,3.01
2,14,Graaskamp: 0.05,3.43
2,14,Downing,1.125
2,14,"Feld: 1.0, 0.5, 200",1.75
2,14,Joss: 0.9,2.11
2,14,Tullock,1.615
2,14,Anonymous,3.105
2,14,Random: 0.5,3.09
2,15,Cu,3.01
2,15,Du,0.975
2,15,Tit For Tat,3.01
2,15,spiteful,3.01
2,15,soft_majo,3.01
2,15,hard_majo,2.99
2,15,per_cd,2.685
2,15,per_ccd,3.29
2,15,per_ddc,2.29
2,15,mistrust,2.99
2,15,WSLS,3.01
2,15,TFTT,3.01
2,15,hard_tft,3.01
2,15,slow_tft,3.01
2,15,GrdTFT,3.01
2,15,prober,3.005
2,15,mem2,3.01
2,15,grok:grok-3-mini,3.01
2,15,Tideman & Chieruzzi,2.975
2,15,Nydegger,3.01
2,15,Grofman,3.01
2,15,Shubik,3.01
2,15,Stein & Rapoport: 0.05,2.975
2,15,GRIM,3.01
2,15,Davis: 10,3.01
2,15,Graaskamp: 0.05,3.425
2,15,Downing,1.125
2,15,"Feld: 1.0, 0.5, 200",1.705
2,15,Joss: 0.9,1.27
2,15,Tullock,1.56
2,15,Anonymous,2.98
2,15,Random: 0.5,3.03
2,16,Cu,3.01
2,16,Du,0.975
2,16,Tit For Tat,3.01
2,16,spiteful,3.01
2,16,soft_majo,3.01
2,16,hard_majo,2.99
2,16,per_cd,2.685
2,16,per_ccd,3.29
2,16,per_ddc,2.29
2,16,mistrust,2.99
2,16,WSLS,3.01
2,16,TFTT,3.01
2,16,hard_tft,3.01
2,16,slow_tft,3.01
2,16,GrdTFT,3.01
2,16,prober,3.005
2,16,mem2,3.01
2,16,grok:grok-3-mini,3.01
2,16,Tideman & Chieruzzi,2.975
2,16,Nydegger,3.01
2,16,Grofman,3.01
2,16,Shubik,3.01
2,16,Stein & Rapoport: 0.05,2.975
2,16,GRIM,3.01
2,16,Davis: 10,3.01
2,16,Graaskamp: 0.05,3.43
2,16,Downing,1.125
2,16,"Feld: 1.0, 0.5, 200",1.805
2,16,Joss: 0.9,2.32
2,16,Tullock,1.355
2,16,Anonymous,2.94
2,16,Random: 0.5,2.875
2,17,Cu,3.01
2,17,Du,0.975
2,17,Tit For Tat,3.01
2,17,spiteful,3.01
2,17,soft_majo,3.01
2,17,hard_majo,2.99
2,17,per_cd,2.685
2,17,per_ccd,3.29
2,17,per_ddc,2.29
2,17,mistrust,2.99
2,17,WSLS,3.01
2,17,TFTT,3.01
2,17,hard_tft,3.01
2,17,slow_tft,3.01
2,17,GrdTFT,3.01
2,17,prober,3.005
2,17,mem2,3.01
2,17,grok:grok-3-mini,3.01
2,17,Tideman & Chieruzzi,2.975
2,17,Nydegger,3.01
2,17,Grofman,3.01
2,17,Shubik,3.01
2,17,Stein & Rapoport: 0.05,2.975
2,17,GRIM,3.01
2,17,Davis: 10,3.01
2,17,Graaskamp: 0.05,3.44
2,17,Downing,1.125
2,17,"Feld: 1.0, 0.5, 200",1.705
2,17,Joss: 0.9,2.45
2,17,Tullock,1.495
2,17,Anonymous,2.75
2,17,Random: 0.5,2.605
2,18,Cu,3.01
2,18,Du,0.975
2,18,Tit For Tat,3.01
2,18,spiteful,3.01
2,18,soft_majo,3.01
2,18,hard_majo,2.99
2,18,per_cd,2.685
2,18,per_ccd,3.29
2,18,per_ddc,2.29
2,18,mistrust,2.99
2,18,WSLS,3.01
2,18,TFTT,3.01
2,18,hard_tft,3.01
2,18,slow_tft,3.01
2,18,GrdTFT,3.01
2,18,prober,3.005
2,18,mem2,3.01
2,18,grok:grok-3-mini,3.01
2,18,Tideman & Chieruzzi,2.975
2,18,Nydegger,3.01
2,18,Grofman,3.01
2,18,Shubik,3.01
2,18,Stein & Rapoport: 0.05,2.975
2,18,GRIM,3.01
2,18,Davis: 10,3.01
